"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.613789821E0,-6.795654297E-1,-2.871704102E-2,9.387039185E0,9.411649085E0
9.616109157E0,-6.771697998E-1,-2.153015137E-2,9.408584595E0,9.432946865E0
9.618459010E0,-6.915283203E-1,-1.435852051E-2,9.427719116E0,9.453057988E0
9.620808864E0,-6.939239502E-1,-1.435852051E-2,9.463607788E0,9.489025713E0
9.623128200E0,-6.747741699E-1,1.435852051E-2,9.470794678E0,9.494813225E0
9.625478053E0,-6.723785400E-1,1.914978027E-2,9.480361938E0,9.504194974E0
9.627797389E0,-6.604156494E-1,4.791259766E-3,9.482757568E0,9.505727899E0
9.630147243E0,-6.723785400E-1,2.395629883E-3,9.485153198E0,9.508955244E0
9.632497096E0,-6.723785400E-1,4.791259766E-3,9.518646240E0,9.542365645E0
9.634816432E0,-6.699829102E-1,9.567260742E-3,9.535400391E0,9.558913602E0
9.637166286E0,-6.771697998E-1,7.171630859E-3,9.559326172E0,9.583283739E0
9.639485622E0,-6.819610596E-1,-4.791259766E-3,9.592819214E0,9.617030431E0
9.641835475E0,-7.034912109E-1,-4.791259766E-3,9.616760254E0,9.642458225E0
9.644185329E0,-6.939239502E-1,0.000000000E0,9.640686035E0,9.665627640E0
9.646504665E0,-6.986999512E-1,-1.914978027E-2,9.650253296E0,9.675532906E0
9.648854518E0,-6.795654297E-1,-2.632141113E-2,9.645462036E0,9.669407421E0
9.651204372E0,-6.699829102E-1,-2.871704102E-2,9.638290405E0,9.661591158E0
9.653523708E0,-6.771697998E-1,-1.435852051E-2,9.635894775E0,9.659670451E0
9.655873561E0,-6.915283203E-1,-1.435852051E-2,9.643081665E0,9.667856101E0
9.658192897E0,-6.915283203E-1,-9.567260742E-3,9.662216187E0,9.686935769E0
9.660542751E0,-6.939239502E-1,-7.171630859E-3,9.638290405E0,9.663240855E0
9.662892604E0,-7.010955811E-1,-9.567260742E-3,9.640686035E0,9.666149894E0
9.665211940E0,-7.058868408E-1,-1.196289062E-2,9.631118774E0,9.656959573E0
9.667561794E0,-6.986999512E-1,0.000000000E0,9.638290405E0,9.663582336E0
9.669911647E0,-6.986999512E-1,-1.196289062E-2,9.607177734E0,9.632558785E0
9.672230983E0,-6.939239502E-1,4.791259766E-3,9.609573364E0,9.634596704E0
9.674580837E0,-7.010955811E-1,-9.567260742E-3,9.592819214E0,9.618409797E0
9.676900173E0,-7.082824707E-1,-4.791259766E-3,9.628723145E0,9.654739583E0
9.679250026E0,-7.178497314E-1,-4.791259766E-3,9.616760254E0,9.643516422E0
9.681599880E0,-6.915283203E-1,-2.395629883E-3,9.611968994E0,9.636813016E0
9.683919216E0,-6.795654297E-1,-7.171630859E-3,9.583251953E0,9.607319012E0
9.686269069E0,-6.867370605E-1,-1.914978027E-2,9.559326172E0,9.583980977E0
9.688588405E0,-6.939239502E-1,-1.914978027E-2,9.535400391E0,9.560635846E0
9.690938259E0,-6.891326904E-1,-9.567260742E-3,9.530609131E0,9.555496104E0
9.693288112E0,-6.819610596E-1,-1.914978027E-2,9.494720459E0,9.519199241E0
9.695607448E0,-6.676025391E-1,-4.067993164E-2,9.489929199E0,9.513469620E0
9.697957301E0,-6.580200195E-1,-4.307556152E-2,9.473190308E0,9.496113966E0
9.700276637E0,-6.628112793E-1,-2.392578125E-2,9.454040527E0,9.477276694E0
9.702626491E0,-6.556396484E-1,-3.349304199E-2,9.434906006E0,9.457718354E0
9.704976344E0,-6.723785400E-1,-1.196289062E-2,9.415756226E0,9.439740532E0
9.707326198E0,-6.795654297E-1,-1.435852051E-2,9.415756226E0,9.440258505E0
9.709676051E0,-6.771697998E-1,-1.435852051E-2,9.382263184E0,9.406679943E0
9.712025905E0,-6.604156494E-1,-9.567260742E-3,9.389434814E0,9.412636533E0
9.714345241E0,-6.628112793E-1,-2.395629883E-3,9.372680664E0,9.396087875E0
9.716695094E0,-6.699829102E-1,-2.395629883E-3,9.348754883E0,9.372731763E0
9.719014430E0,-6.747741699E-1,2.395629883E-3,9.320037842E0,9.344433171E0
9.721364284E0,-6.771697998E-1,-7.171630859E-3,9.312866211E0,9.337456154E0
9.723714137E0,-6.986999512E-1,-1.675415039E-2,9.296112061E0,9.322347439E0
9.726033473E0,-6.891326904E-1,-1.914978027E-2,9.279373169E0,9.304946909E0
9.728383327E0,-6.771697998E-1,-2.871704102E-2,9.260223389E0,9.284994390E0
9.730702663E0,-6.771697998E-1,-1.196289062E-2,9.257827759E0,9.282568441E0
9.733052516E0,-6.819610596E-1,-7.171630859E-3,9.231506348E0,9.256664181E0
9.735402370E0,-6.723785400E-1,-1.675415039E-2,9.229110718E0,9.253586237E0
9.737721706E0,-6.676025391E-1,-1.435852051E-2,9.188446045E0,9.212678223E0
9.740071559E0,-6.676025391E-1,-1.196289062E-2,9.178863525E0,9.203117509E0
9.742421413E0,-6.747741699E-1,-9.567260742E-3,9.171691895E0,9.196485411E0
9.744740749E0,-6.556396484E-1,1.196289062E-2,9.166900635E0,9.190325006E0
9.747090602E0,-6.388854980E-1,2.395629883E-3,9.140579224E0,9.162879949E0
9.749409938E0,-6.293182373E-1,0.000000000E0,9.142974854E0,9.164607499E0
9.751759792E0,-6.508483887E-1,-1.196289062E-2,9.126220703E0,9.149407142E0
9.754079128E0,-6.388854980E-1,-1.675415039E-2,9.138183594E0,9.160505159E0
9.756428981E0,-6.269226074E-1,-2.392578125E-2,9.138183594E0,9.159694525E0
9.758778835E0,-6.388854980E-1,-2.632141113E-2,9.152542114E0,9.174851206E0
9.761098171E0,-6.484527588E-1,-3.349304199E-2,9.162124634E0,9.185104276E0
9.763448024E0,-6.484527588E-1,-2.871704102E-2,9.140579224E0,9.163596684E0
9.765797878E0,-6.508483887E-1,-2.632141113E-2,9.116653442E0,9.139894224E0
9.768117214E0,-6.508483887E-1,-3.349304199E-2,9.109481812E0,9.132764329E0
9.770467067E0,-6.484527588E-1,-2.632141113E-2,9.133407593E0,9.156435882E0
9.772786403E0,-6.532440186E-1,-2.632141113E-2,9.116653442E0,9.140065128E0
9.775136257E0,-6.508483887E-1,-1.435852051E-2,9.150161743E0,9.173291106E0
9.777486110E0,-6.508483887E-1,-1.196289062E-2,9.123840332E0,9.147032805E0
9.779805446E0,-6.556396484E-1,-1.196289062E-2,9.145370483E0,9.168849859E0
9.782155300E0,-6.460571289E-1,-1.435852051E-2,9.128616333E0,9.151460656E0
9.784474635E0,-6.508483887E-1,-7.171630859E-3,9.135803223E0,9.158960398E0
9.786824489E0,-6.484527588E-1,-7.171630859E-3,9.126220703E0,9.149232030E0
9.789174342E0,-6.484527588E-1,-1.675415039E-2,9.128616333E0,9.151634162E0
9.791493678E0,-6.484527588E-1,-4.791259766E-3,9.126220703E0,9.149230474E0
9.793843532E0,-6.508483887E-1,-1.435852051E-2,9.147766113E0,9.170901518E0
9.796162868E0,-6.580200195E-1,-1.435852051E-2,9.142974854E0,9.166634371E0
9.798512721E0,-6.460571289E-1,7.171630859E-3,9.157333374E0,9.180097808E0
9.800862575E0,-6.388854980E-1,0.000000000E0,9.183654785E0,9.205850851E0
9.803181911E0,-6.388854980E-1,7.171630859E-3,9.193222046E0,9.215397859E0
9.805531764E0,-6.484527588E-1,-1.435852051E-2,9.209976196E0,9.232787157E0
9.807851100E0,-6.508483887E-1,-1.914978027E-2,9.219543457E0,9.242507879E0
9.810200954E0,-6.580200195E-1,-1.914978027E-2,9.202789307E0,9.226304140E0
9.812550807E0,-6.508483887E-1,-2.392578125E-2,9.219543457E0,9.242519009E0
9.814870143E0,-6.580200195E-1,0.000000000E0,9.233901978E0,9.257317974E0
9.817219997E0,-6.604156494E-1,-4.791259766E-3,9.241088867E0,9.264658398E0
9.819539333E0,-6.580200195E-1,0.000000000E0,9.245864868E0,9.269250644E0
9.821889186E0,-6.771697998E-1,-1.435852051E-2,9.253051758E0,9.277808574E0
9.824239040E0,-6.867370605E-1,-1.435852051E-2,9.279373169E0,9.304761167E0
9.826558376E0,-6.723785400E-1,-4.067993164E-2,9.279373169E0,9.303790312E0
9.828908229E0,-6.532440186E-1,-4.785156250E-2,9.288940430E0,9.312004716E0
9.831227565E0,-6.652069092E-1,-2.871704102E-2,9.303298950E0,9.327094738E0
9.833577419E0,-6.723785400E-1,-1.196289062E-2,9.320037842E0,9.344267836E0
9.835927272E0,-6.604156494E-1,-4.791259766E-3,9.343978882E0,9.367289530E0
9.838246608E0,-6.604156494E-1,1.435852051E-2,9.348754883E0,9.372063426E0
9.840596462E0,-6.652069092E-1,-7.171630859E-3,9.351150513E0,9.374783602E0
9.842915798E0,-6.747741699E-1,-2.632141113E-2,9.355941772E0,9.380280350E0
9.845265651E0,-6.795654297E-1,-1.914978027E-2,9.372680664E0,9.397303800E0
9.847615505E0,-6.723785400E-1,-2.153015137E-2,9.382263184E0,9.406349924E0
9.849934841E0,-6.676025391E-1,-4.791259766E-3,9.406188965E0,9.429851905E0
9.852284694E0,-6.580200195E-1,7.171630859E-3,9.396621704E0,9.419635939E0
9.854604030E0,-6.747741699E-1,2.395629883E-3,9.406188965E0,9.430361433E0
9.856953884E0,-6.628112793E-1,2.395629883E-3,9.430114746E0,9.453379748E0
9.859303737E0,-6.628112793E-1,-4.791259766E-3,9.418151855E0,9.441447247E0
9.861623073E0,-6.699829102E-1,-9.567260742E-3,9.422943115E0,9.446736240E0
9.863972926E0,-6.723785400E-1,-3.111267090E-2,9.432510376E0,9.456495804E0
9.866292262E0,-6.819610596E-1,-2.871704102E-2,9.432510376E0,9.457174396E0
9.868642116E0,-6.699829102E-1,-3.349304199E-2,9.434906006E0,9.458723499E0
9.870991969E0,-6.628112793E-1,-3.828430176E-2,9.422943115E0,9.446303056E0
9.873311305E0,-6.580200195E-1,-4.785156250E-2,9.430114746E0,9.453165832E0
9.875661159E0,-6.867370605E-1,-3.111267090E-2,9.437286377E0,9.462290946E0
9.877980495E0,-6.867370605E-1,-3.111267090E-2,9.444473267E0,9.469458858E0
9.880330348E0,-6.699829102E-1,-4.067993164E-2,9.439682007E0,9.463515644E0
9.882680202E0,-6.795654297E-1,-3.828430176E-2,9.432510376E0,9.457035839E0
9.884999538E0,-6.891326904E-1,-2.392578125E-2,9.451644897E0,9.476764615E0
9.887349391E0,-6.867370605E-1,-1.435852051E-2,9.449264526E0,9.474197277E0
9.889668727E0,-6.867370605E-1,-2.153015137E-2,9.456436157E0,9.481363622E0
9.892018581E0,-6.819610596E-1,-9.567260742E-3,9.458831787E0,9.483388698E0
9.894368434E0,-6.771697998E-1,-2.395629883E-3,9.442077637E0,9.466329530E0
9.896687770E0,-6.628112793E-1,-4.791259766E-3,9.432510376E0,9.455770394E0
9.899037624E0,-6.676025391E-1,-7.171630859E-3,9.427719116E0,9.451329659E0
9.901356960E0,-6.604156494E-1,1.196289062E-2,9.415756226E0,9.438895976E0
9.903706813E0,-6.484527588E-1,4.791259766E-3,9.430114746E0,9.452384782E0
9.906056667E0,-6.604156494E-1,-9.567260742E-3,9.408584595E0,9.431739205E0
9.908376003E0,-6.771697998E-1,-4.791259766E-3,9.420547485E0,9.444855574E0
9.910725856E0,-6.771697998E-1,-9.567260742E-3,9.418151855E0,9.442469743E0
9.913045192E0,-6.747741699E-1,-4.791259766E-3,9.408584595E0,9.432751837E0
9.915395046E0,-6.843414307E-1,-2.392578125E-2,9.408584595E0,9.433470184E0
9.917744899E0,-6.867370605E-1,-2.153015137E-2,9.406188965E0,9.431249238E0
9.920064235E0,-6.915283203E-1,-4.791259766E-3,9.391830444E0,9.417256154E0
9.922414089E0,-6.843414307E-1,-9.567260742E-3,9.370300293E0,9.395261694E0
9.924733425E0,-6.891326904E-1,-9.567260742E-3,9.351150513E0,9.376513814E0
9.927083278E0,-6.676025391E-1,-1.675415039E-2,9.343978882E0,9.367812722E0
9.929433132E0,-6.795654297E-1,-4.791259766E-3,9.343978882E0,9.368659108E0
9.931752467E0,-6.723785400E-1,-1.196289062E-2,9.351150513E0,9.375300098E0
9.934102321E0,-6.771697998E-1,-1.196289062E-2,9.315261841E0,9.339850385E0
9.936421657E0,-6.628112793E-1,-2.392578125E-2,9.305694580E0,9.329300234E0
9.938771510E0,-6.915283203E-1,-1.435852051E-2,9.320037842E0,9.345668674E0
9.941121364E0,-6.963043213E-1,-1.196289062E-2,9.332015991E0,9.357964804E0
9.943440700E0,-6.843414307E-1,-7.171630859E-3,9.310470581E0,9.335589808E0
9.945790553E0,-6.915283203E-1,-1.196289062E-2,9.312866211E0,9.338513350E0
9.948140407E0,-6.676025391E-1,-1.914978027E-2,9.296112061E0,9.320072924E0
9.950459743E0,-6.723785400E-1,-1.675415039E-2,9.274581909E0,9.298937745E0
9.952809596E0,-6.676025391E-1,-2.632141113E-2,9.265014648E0,9.289073280E0
9.955128932E0,-6.508483887E-1,-1.435852051E-2,9.255432129E0,9.278299073E0
9.957478786E0,-6.532440186E-1,-2.395629883E-3,9.260223389E0,9.283236003E0
9.959828639E0,-6.460571289E-1,7.171630859E-3,9.272186279E0,9.294669421E0
9.962147975E0,-6.484527588E-1,-7.171630859E-3,9.262619019E0,9.285292321E0
9.964497829E0,-6.532440186E-1,2.395629883E-3,9.255432129E0,9.278456627E0
9.966817165E0,-6.508483887E-1,4.791259766E-3,9.255432129E0,9.278289200E0
9.969167018E0,-6.412811279E-1,4.791259766E-3,9.233901978E0,9.256144455E0
9.971516872E0,-6.508483887E-1,4.791259766E-3,9.243469238E0,9.266355818E0
9.973836208E0,-6.628112793E-1,-1.196289062E-2,9.217147827E0,9.240956442E0
9.976186061E0,-6.723785400E-1,-3.349304199E-2,9.214767456E0,9.239326488E0
9.978505397E0,-6.604156494E-1,-3.349304199E-2,9.207580566E0,9.231295169E0
9.980855251E0,-6.723785400E-1,-3.111267090E-2,9.212371826E0,9.236928903E0
9.983205104E0,-6.580200195E-1,-3.349304199E-2,9.209976196E0,9.233513614E0
9.985524440E0,-6.628112793E-1,-3.349304199E-2,9.226730347E0,9.250567197E0
9.987935329E0,-6.580200195E-1,-2.632141113E-2,9.224334717E0,9.247812397E0
9.990193630E0,-6.628112793E-1,-1.914978027E-2,9.207580566E0,9.231425967E0
9.992543483E0,-6.628112793E-1,-1.914978027E-2,9.202789307E0,9.226647090E0
9.994923854E0,-6.771697998E-1,-1.435852051E-2,9.217147827E0,9.242000821E0
9.997243190E0,-6.723785400E-1,-1.914978027E-2,9.217147827E0,9.241659682E0
9.999593044E0,-6.652069092E-1,-2.153015137E-2,9.209976196E0,9.233992924E0
1.000191238E1,-6.819610596E-1,-1.675415039E-2,9.202789307E0,9.228037853E0
1.000426223E1,-6.723785400E-1,-1.196289062E-2,9.217147827E0,9.241647585E0
1.000661209E1,-6.628112793E-1,-4.791259766E-3,9.219543457E0,9.243339402E0
1.000893142E1,-6.699829102E-1,-7.171630859E-3,9.226730347E0,9.251025966E0
1.001128128E1,-6.604156494E-1,0.000000000E0,9.229110718E0,9.252709521E0
1.001360061E1,-6.604156494E-1,1.196289062E-2,9.236297607E0,9.259885822E0
1.001595047E1,-6.556396484E-1,9.567260742E-3,9.233901978E0,9.257154023E0
1.001830032E1,-6.484527588E-1,2.871704102E-2,9.243469238E0,9.266231122E0
1.002061966E1,-6.388854980E-1,3.349304199E-2,9.255432129E0,9.277516928E0
1.002296951E1,-6.460571289E-1,1.196289062E-2,9.260223389E0,9.282740443E0
1.002528884E1,-6.484527588E-1,0.000000000E0,9.250656128E0,9.273355907E0
1.002763870E1,-6.652069092E-1,-4.791259766E-3,9.255432129E0,9.279307468E0
1.002998855E1,-6.652069092E-1,-1.675415039E-2,9.253051758E0,9.276947115E0
1.003230789E1,-6.747741699E-1,-1.675415039E-2,9.267395020E0,9.291943356E0
1.003465774E1,-6.628112793E-1,-3.588867188E-2,9.279373169E0,9.303084069E0
1.003697708E1,-6.388854980E-1,-4.785156250E-2,9.281753540E0,9.303838629E0
1.003932693E1,-6.508483887E-1,-5.981445312E-2,9.300903320E0,9.323839551E0
1.004167678E1,-6.388854980E-1,-3.828430176E-2,9.305694580E0,9.327678810E0
1.004399612E1,-6.412811279E-1,-1.675415039E-2,9.329620361E0,9.351648960E0
1.004634597E1,-6.508483887E-1,-1.435852051E-2,9.327224731E0,9.349916095E0
1.004866531E1,-6.580200195E-1,7.171630859E-3,9.315261841E0,9.338476586E0
1.005101516E1,-6.508483887E-1,7.171630859E-3,9.320037842E0,9.342738380E0
1.005336502E1,-6.436767578E-1,9.567260742E-3,9.329620361E0,9.351803430E0
1.005568435E1,-6.460571289E-1,1.675415039E-2,9.339187622E0,9.361522096E0
1.005803421E1,-6.269226074E-1,1.435852051E-2,9.370300293E0,9.391260070E0
1.006035354E1,-6.460571289E-1,1.435852051E-2,9.370300293E0,9.392556817E0
1.006270340E1,-6.508483887E-1,-7.171630859E-3,9.355941772E0,9.378555406E0
1.006505325E1,-6.771697998E-1,-7.171630859E-3,9.360717773E0,9.385182343E0
1.006737259E1,-6.795654297E-1,-1.914978027E-2,9.363113403E0,9.387761634E0
1.006972244E1,-6.723785400E-1,-1.914978027E-2,9.351150513E0,9.375312023E0
1.007204177E1,-6.891326904E-1,-1.675415039E-2,9.370300293E0,9.395621967E0
1.007439163E1,-7.058868408E-1,-9.567260742E-3,9.384643555E0,9.411158399E0
1.007674148E1,-6.867370605E-1,7.171630859E-3,9.382263184E0,9.407365288E0
1.007906082E1,-6.891326904E-1,-9.567260742E-3,9.387039185E0,9.412305778E0
1.008141067E1,-6.819610596E-1,-7.171630859E-3,9.379867554E0,9.404628522E0
1.008373001E1,-6.867370605E-1,-4.791259766E-3,9.387039185E0,9.412127039E0
1.008607986E1,-6.723785400E-1,7.171630859E-3,9.394226074E0,9.418260342E0
1.008842971E1,-6.580200195E-1,1.196289062E-2,9.401397705E0,9.424405141E0
1.009074905E1,-6.652069092E-1,9.567260742E-3,9.408584595E0,9.432075903E0
1.009309890E1,-6.628112793E-1,4.791259766E-3,9.403793335E0,9.427124208E0
1.009544876E1,-6.723785400E-1,-4.791259766E-3,9.410964966E0,9.434955084E0
1.009776809E1,-6.819610596E-1,2.395629883E-3,9.401397705E0,9.426099694E0
1.010011795E1,-6.819610596E-1,0.000000000E0,9.410964966E0,9.435641604E0
1.010243728E1,-6.676025391E-1,-2.392578125E-2,9.437286377E0,9.460900578E0
1.010478714E1,-6.795654297E-1,-2.153015137E-2,9.418151855E0,9.442661547E0
1.010713699E1,-6.556396484E-1,-7.171630859E-3,9.422943115E0,9.445727697E0
1.010945632E1,-6.652069092E-1,-2.153015137E-2,9.410964966E0,9.434470063E0
1.011180618E1,-6.723785400E-1,-2.392578125E-2,9.403793335E0,9.427830844E0
1.011412551E1,-6.867370605E-1,-1.435852051E-2,9.422943115E0,9.447945327E0
1.011647537E1,-6.819610596E-1,-1.914978027E-2,9.406188965E0,9.430897542E0
1.011882522E1,-6.771697998E-1,-1.435852051E-2,9.403793335E0,9.428154336E0
1.012114456E1,-6.747741699E-1,-1.914978027E-2,9.399002075E0,9.423212133E0
1.012349441E1,-6.747741699E-1,7.171630859E-3,9.399002075E0,9.423195404E0
1.012581375E1,-6.652069092E-1,1.196289062E-2,9.391830444E0,9.415366293E0
1.012816360E1,-6.676025391E-1,9.567260742E-3,9.394226074E0,9.417922712E0
1.013051345E1,-6.699829102E-1,7.171630859E-3,9.396621704E0,9.420479180E0
1.013283279E1,-6.652069092E-1,1.196289062E-2,9.382263184E0,9.405822972E0
1.013518264E1,-6.604156494E-1,2.395629883E-3,9.389434814E0,9.412631975E0
1.013750198E1,-6.771697998E-1,-4.791259766E-3,9.384643555E0,9.409044401E0
1.013985183E1,-6.723785400E-1,2.153015137E-2,9.384643555E0,9.408724201E0
1.014220169E1,-6.604156494E-1,1.914978027E-2,9.396621704E0,9.419820327E0
1.014452102E1,-6.723785400E-1,2.392578125E-2,9.391830444E0,9.415898493E0
1.014687088E1,-6.508483887E-1,9.567260742E-3,9.394226074E0,9.416749901E0
1.014919021E1,-6.604156494E-1,-2.395629883E-3,9.394226074E0,9.417411433E0
1.015154006E1,-6.580200195E-1,-9.567260742E-3,9.370300293E0,9.393381152E0
1.015388992E1,-6.580200195E-1,-2.395629883E-3,9.358322144E0,9.381427899E0
1.015620926E1,-6.652069092E-1,-2.153015137E-2,9.360717773E0,9.384348726E0
1.015855911E1,-6.771697998E-1,-3.111267090E-2,9.355941772E0,9.380467653E0
1.016087844E1,-6.723785400E-1,-3.111267090E-2,9.351150513E0,9.375344090E0
1.016322830E1,-6.484527588E-1,-3.111267090E-2,9.351150513E0,9.373658565E0
1.016557815E1,-6.556396484E-1,-2.871704102E-2,9.341583252E0,9.364607075E0
1.016789749E1,-6.652069092E-1,-1.435852051E-2,9.329620361E0,9.353316122E0
1.017024734E1,-6.795654297E-1,4.791259766E-3,9.320037842E0,9.344781298E0
1.017256668E1,-6.699829102E-1,1.196289062E-2,9.334396362E0,9.358417369E0
1.017491653E1,-6.532440186E-1,0.000000000E0,9.329620361E0,9.352461913E0
1.017726638E1,-6.556396484E-1,0.000000000E0,9.336791992E0,9.359783547E0
1.017958572E1,-6.676025391E-1,-4.791259766E-3,9.315261841E0,9.339155169E0
1.018193557E1,-6.604156494E-1,9.567260742E-3,9.327224731E0,9.350580814E0
1.018425491E1,-6.747741699E-1,9.567260742E-3,9.310470581E0,9.334895508E0
1.018660476E1,-6.460571289E-1,1.435852051E-2,9.317657471E0,9.340039439E0
1.018895462E1,-6.699829102E-1,4.791259766E-3,9.305694580E0,9.329783045E0
1.019127395E1,-6.628112793E-1,1.435852051E-2,9.305694580E0,9.329280603E0
1.019362381E1,-6.747741699E-1,-1.435852051E-2,9.288940430E0,9.313427975E0
1.019594314E1,-6.747741699E-1,-1.675415039E-2,9.305694580E0,9.330142148E0
1.019829300E1,-6.771697998E-1,-2.632141113E-2,9.310470581E0,9.335101188E0
1.020064285E1,-6.723785400E-1,-1.675415039E-2,9.303298950E0,9.327579802E0
1.020296218E1,-6.652069092E-1,-1.675415039E-2,9.305694580E0,9.329455105E0
1.020531204E1,-6.628112793E-1,-7.171630859E-3,9.320037842E0,9.343579378E0
1.020763137E1,-6.747741699E-1,-1.675415039E-2,9.317657471E0,9.342073732E0
1.020998123E1,-6.652069092E-1,-3.588867188E-2,9.312866211E0,9.336662428E0
1.021233108E1,-6.604156494E-1,-1.675415039E-2,9.315261841E0,9.338657971E0
1.021465042E1,-6.771697998E-1,-2.632141113E-2,9.300903320E0,9.325559197E0
1.021700027E1,-6.795654297E-1,-1.435852051E-2,9.317657471E0,9.342417036E0
1.021931961E1,-6.652069092E-1,-1.196289062E-2,9.308074951E0,9.331822043E0
1.022166946E1,-6.628112793E-1,2.395629883E-3,9.320037842E0,9.343576933E0
1.022401931E1,-6.604156494E-1,4.791259766E-3,9.305694580E0,9.329100889E0
1.022633865E1,-6.628112793E-1,2.153015137E-2,9.320037842E0,9.343601432E0
1.022868850E1,-6.532440186E-1,7.171630859E-3,9.305694580E0,9.328597472E0
1.023100784E1,-6.556396484E-1,7.171630859E-3,9.315261841E0,9.338309159E0
1.023335769E1,-6.484527588E-1,9.567260742E-3,9.320037842E0,9.342573943E0
1.023570755E1,-6.532440186E-1,4.791259766E-3,9.339187622E0,9.362007057E0
1.023802688E1,-6.532440186E-1,0.000000000E0,9.329620361E0,9.352461913E0
1.024037674E1,-6.723785400E-1,-4.791259766E-3,9.332015991E0,9.356208544E0
1.024269607E1,-6.699829102E-1,0.000000000E0,9.327224731E0,9.351256509E0
1.024504593E1,-6.580200195E-1,-4.791259766E-3,9.339187622E0,9.362341520E0
1.024739578E1,-6.723785400E-1,-2.395629883E-3,9.336791992E0,9.360971282E0
1.024971511E1,-6.699829102E-1,-7.171630859E-3,9.339187622E0,9.363191442E0
1.025206497E1,-6.676025391E-1,-1.675415039E-2,9.336791992E0,9.360644132E0
1.025438430E1,-6.795654297E-1,-9.567260742E-3,9.346359253E0,9.371036868E0
1.025673416E1,-6.723785400E-1,-1.914978027E-2,9.346359253E0,9.370533117E0
1.025908401E1,-6.723785400E-1,-1.914978027E-2,9.348754883E0,9.372922568E0
1.026140335E1,-6.771697998E-1,-1.435852051E-2,9.341583252E0,9.366106062E0
1.026375320E1,-6.676025391E-1,-9.567260742E-3,9.339187622E0,9.363023557E0
1.026607254E1,-6.771697998E-1,-1.435852051E-2,9.353546143E0,9.378037670E0
1.026842239E1,-6.747741699E-1,-3.111267090E-2,9.370300293E0,9.394616318E0
1.027077224E1,-6.676025391E-1,-4.307556152E-2,9.351150513E0,9.375050110E0
1.027309158E1,-6.652069092E-1,-2.632141113E-2,9.379867554E0,9.403462574E0
1.027544143E1,-6.676025391E-1,-1.675415039E-2,9.370300293E0,9.394067353E0
1.027776077E1,-6.819610596E-1,-2.632141113E-2,9.382263184E0,9.407051937E0
1.028014114E1,-6.699829102E-1,-1.675415039E-2,9.379867554E0,9.403779726E0
1.028249099E1,-6.723785400E-1,-2.392578125E-2,9.389434814E0,9.413508989E0
1.028481033E1,-6.771697998E-1,-1.675415039E-2,9.384643555E0,9.409058098E0
1.028716018E1,-6.723785400E-1,-4.791259766E-3,9.403793335E0,9.427801703E0
1.028947952E1,-6.580200195E-1,4.791259766E-3,9.406188965E0,9.429178339E0
1.029182937E1,-6.771697998E-1,-4.791259766E-3,9.399002075E0,9.423365742E0
1.029417922E1,-6.843414307E-1,2.395629883E-3,9.408584595E0,9.433440147E0
1.029649856E1,-6.676025391E-1,7.171630859E-3,9.406188965E0,9.429853415E0
1.029884842E1,-6.628112793E-1,2.395629883E-3,9.408584595E0,9.431902703E0
1.030116775E1,-6.652069092E-1,7.171630859E-3,9.396621704E0,9.420140716E0
1.030351760E1,-6.508483887E-1,1.196289062E-2,9.399002075E0,9.421517221E0
1.030586746E1,-6.508483887E-1,1.435852051E-2,9.387039185E0,9.409586306E0
1.030818679E1,-6.556396484E-1,1.435852051E-2,9.415756226E0,9.438566354E0
1.031053665E1,-6.340942383E-1,9.567260742E-3,9.422943115E0,9.444258784E0
1.031288650E1,-6.508483887E-1,0.000000000E0,9.430114746E0,9.452548215E0
1.031520584E1,-6.604156494E-1,-7.171630859E-3,9.418151855E0,9.441280879E0
1.031755569E1,-6.604156494E-1,-1.196289062E-2,9.410964966E0,9.434116468E0
1.031987503E1,-6.676025391E-1,0.000000000E0,9.413360596E0,9.437004337E0
1.032222488E1,-6.628112793E-1,2.395629883E-3,9.432510376E0,9.455769483E0
1.032454422E1,-6.843414307E-1,-1.914978027E-2,9.432510376E0,9.457322132E0
1.032689407E1,-6.771697998E-1,-2.392578125E-2,9.439682007E0,9.463969979E0
1.032924392E1,-6.747741699E-1,-3.588867188E-2,9.425323486E0,9.449514855E0
1.033156326E1,-6.604156494E-1,-3.349304199E-2,9.418151855E0,9.441337563E0
1.033391311E1,-6.771697998E-1,-1.914978027E-2,9.389434814E0,9.413841500E0
1.033623245E1,-6.795654297E-1,-1.196289062E-2,9.382263184E0,9.406849352E0
1.033858230E1,-6.843414307E-1,-7.171630859E-3,9.396621704E0,9.421511242E0
1.034093216E1,-6.652069092E-1,2.395629883E-3,9.389434814E0,9.412969356E0
1.034325149E1,-6.484527588E-1,2.153015137E-2,9.394226074E0,9.416604381E0
1.034560134E1,-6.580200195E-1,7.171630859E-3,9.399002075E0,9.422010496E0
1.034792068E1,-6.556396484E-1,9.567260742E-3,9.396621704E0,9.419472083E0
1.035027053E1,-6.604156494E-1,4.791259766E-3,9.401397705E0,9.424566335E0
1.035262039E1,-6.556396484E-1,1.914978027E-2,9.396621704E0,9.419486691E0
1.035493972E1,-6.508483887E-1,4.791259766E-3,9.401397705E0,9.423900752E0
1.035728958E1,-6.652069092E-1,-1.435852051E-2,9.415756226E0,9.439235758E0
